id,title,alt_titles,hash,year,artist_name,src,width_px,height_px,faille_id,hulsker_id,is_wikiart_vangogh_oil_painting,is_lmi_concordance_vangogh_oil_painting,exclude_from_training,run_1,run_1_train_val_test_images,run_2,run_2_train_test_images,run_3,run_3_train_test_images,run_4,run_4_train_test_images,run_5,run_5_train_test_images,run_6,run_6_train_test_images,run_7,run_7_train_test_images
2683,Legendary Scene,,a8430a85ce8636b88dcc841da3e6f739a776080fcee63579f0af60c062c2be71.jpg,,Paul Cezanne,https://uploads7.wikiart.org/images/paul-cezanne/legendary-scene.jpg,1216,1024,,,FALSE,FALSE,FALSE,0,0,1,train,1,train,1,train,0,0,0,0,1,train
2684,"Man Standing, Arms Extended",,694f9bfd2bdb7723a87c5fe3b6d47c042c8a25c949168af2a3f3a45502d420d4.jpg,,Paul Cezanne,https://uploads0.wikiart.org/images/paul-cezanne/man-standing-arms-extended.jpg,1576,2144,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,1,train,0,0,1,train,1,train
2685,Portrait of Madame Cezanne,,10ae7a6cfd365c4cc5fecdcbebc0de8103e1a1b0c33510081ff43de10e4d57a1.jpg,1878,Paul Cezanne,https://uploads5.wikiart.org/images/paul-cezanne/portrait-of-madame-cezanne-1878.jpg,2536,3322,,,FALSE,FALSE,FALSE,0,0,1,test,0,0,1,train,0,0,0,0,1,train
2686,Portrait of the Artist's Son,,a899b819c0964ff3a6fcca481e637b589dd63e89934851039b98032f1267f93f.jpg,1878,Paul Cezanne,https://uploads7.wikiart.org/images/paul-cezanne/portrait-of-the-artist-s-son-1878.jpg,870,987,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,1,train,0,0,1,train,1,train
2687,Still life with seven apples,,362deb61f249c3378380462cff50718f5e9bb03d936e407496bc502c9dded7be.jpg,1878,Paul Cezanne,https://uploads7.wikiart.org/images/paul-cezanne/still-life-with-seven-apples-1878.jpg,2048,938,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,1,train,0,0,1,test,1,train
2688,The pond of the Jas de Bouffan,,d6ab9065450cd99c7172242a676eea0c5530135168098232383024b30773ca04.jpg,1878,Paul Cezanne,https://uploads0.wikiart.org/images/paul-cezanne/the-pond-of-the-jas-de-bouffan-1878.jpg,2536,3303,,,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,train,0,0,0,0,1,train
2689,The Pool at Jas de Bouffan,,9c67481b20aeae5b5214f33abc17c01f082bda44f391a333b36245f96730bf94.jpg,,Paul Cezanne,https://uploads0.wikiart.org/images/paul-cezanne/the-pool-at-jas-de-bouffan.jpg,1232,1024,,,FALSE,FALSE,FALSE,1,val,0,0,0,0,1,test,0,0,1,train,0,0
2690,The Sea at l'Estaque,,523517dbb84aca664b254d64d466b3777381b746bffbd2610b61b3ef782a9b68.jpg,1878,Paul Cezanne,https://uploads8.wikiart.org/images/paul-cezanne/the-sea-at-l-estaque-1878.jpg,1280,1014,,,FALSE,FALSE,FALSE,1,train,1,train,1,train,1,test,0,0,0,0,0,0
2691,The Seine at Bercy,,1961dda05121697d30090821b783292e9c14639379ba86349e29158f24c3d4bd.jpg,1878,Paul Cezanne,https://uploads6.wikiart.org/images/paul-cezanne/the-seine-at-bercy-1878.jpg,3176,2590,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,1,train,1,train,0,0
2692,Bottom of the Ravine,,589f525c35e0d2a1cdf8a4c812e69a992c0af1d4e3be1c47693d46b530ba85c8.jpg,,Paul Cezanne,https://uploads3.wikiart.org/images/paul-cezanne/bottom-of-the-ravine.jpg,940,1280,,,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,train,1,train,0,0,1,train
2693,Dish of Apples,,fe4780a032d2623652a7955309e35f368ba112cc4e5d0de6e4e2a5920c7a6bce.jpg,1879,Paul Cezanne,https://uploads2.wikiart.org/images/paul-cezanne/dish-of-apples-1879.jpg,2536,2136,,,FALSE,FALSE,FALSE,1,train,1,train,1,train,1,train,0,0,1,test,0,0
2694,Landscape with Waterline,,8f1b99685ce43042fff38175a98abd22cb1595cc292b2192861ba981833994ab.jpg,,Paul Cezanne,https://uploads7.wikiart.org/images/paul-cezanne/landscape-with-waterline.jpg,1221,1020,,,FALSE,FALSE,FALSE,1,train,1,train,1,train,1,train,0,0,1,train,1,train
2695,L'Estaque. View through the Trees,,082eacc5864aca9606f7a349e2f3d43ac5489cef4dc70a2e6110b10f93f04b9a.jpg,1879,Paul Cezanne,https://uploads2.wikiart.org/images/paul-cezanne/l-estaque-view-through-the-trees-1879.jpg,1230,1024,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,1,train,0,0,0,0,0,0
2696,Path at the Entrance to the Forest,,1c113d5712783cb6fec3b2867ea8579879242659c3663b8987df60c7738d49f6.jpg,1879,Paul Cezanne,https://uploads4.wikiart.org/images/paul-cezanne/path-at-the-entrance-to-the-forest-1879.jpg,1024,1226,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,1,train,0,0,1,train,1,train
2697,Seated Woman,,7a56951d5d760e62444d2691735b2d46427bae869890c6697e285fc2b7ec647f.jpg,1879,Paul Cezanne,https://uploads0.wikiart.org/images/paul-cezanne/seated-woman-1879.jpg,839,997,,,FALSE,FALSE,FALSE,1,test,0,0,0,0,1,test,1,train,1,train,1,train
2698,Still life,,e30bbe38cb58ba153faf32e41e62e25d1f110b3e45d58a5cce30837c02b81d20.jpg,1879,Paul Cezanne,https://uploads7.wikiart.org/images/paul-cezanne/still-life-1879.jpg,1256,967,,,FALSE,FALSE,FALSE,1,train,1,train,1,train,1,train,1,train,1,train,0,0
2699,Still Life with Apples,,1aeb65bd369915613b4b5cd7cfb3178f41ea2930fcceb54e115d4ebd82806dae.jpg,,Paul Cezanne,https://uploads5.wikiart.org/images/paul-cezanne/still-life-with-apples.jpg,1106,875,,,FALSE,FALSE,FALSE,1,test,1,train,0,0,1,train,1,train,1,train,1,train
2700,Still life with open drawer,,eb22aaec6878dbd55a80db03377e3320f54705974e996f44916cd77fd152cbd3.jpg,1879,Paul Cezanne,https://uploads6.wikiart.org/images/paul-cezanne/still-life-with-open-drawer-1879.jpg,2536,1992,,,FALSE,FALSE,FALSE,0,0,0,0,1,train,1,train,1,test,0,0,1,train
2701,The Abandoned House,,6eb46054c00c10fb1580b6e34f8105d934dbdb1b87e4f1b92721da644ad46989.jpg,1879,Paul Cezanne,https://uploads7.wikiart.org/images/paul-cezanne/the-abandoned-house-1879.jpg,1255,1024,,,FALSE,FALSE,FALSE,0,0,1,train,1,train,1,train,1,train,1,test,1,train
2702,The Bay of l'Estaque and Saint-Henri,,3b6e021b253eec0f37a6c30b436f1aa7e0fb95abde9646b65467d7502df2897b.jpg,1879,Paul Cezanne,https://uploads6.wikiart.org/images/paul-cezanne/the-bay-of-l-estaque-and-saint-henri-1879.jpg,1279,1024,,,FALSE,FALSE,FALSE,0,0,0,0,1,train,1,train,0,0,0,0,0,0
2703,The Bridge at Maincy,,329863f34a0eed892e7831480ab329f6185bddd66b51bdc688e16959ed237158.jpg,1879,Paul Cezanne,https://uploads8.wikiart.org/images/paul-cezanne/the-bridge-at-maincy-1879.jpg,2536,2029,,,FALSE,FALSE,FALSE,0,0,1,train,0,0,1,train,1,train,0,0,0,0
2704,Three Pears,,b4e873d15df5e4e02b84591c520ee57d7c3d0184ff6dbb62f8bef3ebd88a4e4b.jpg,1879,Paul Cezanne,https://uploads8.wikiart.org/images/paul-cezanne/three-pears-1879.jpg,512,390,,,FALSE,FALSE,FALSE,0,0,1,train,1,train,1,train,0,0,0,0,0,0
2705,Village behind Trees,,83625ce66a057e2efc96632a097c5f70376a982f8d75f19c7f27f743c1326625.jpg,1879,Paul Cezanne,https://uploads8.wikiart.org/images/paul-cezanne/village-behind-trees-1879.jpg,2024,2568,,,FALSE,FALSE,FALSE,1,train,1,test,1,test,1,test,0,0,0,0,0,0
2706,Apples and a Napkin,,9577feec987e2264cafd40e80918cbe13898e40f4095b583e0fd3ae40d70bef1.jpg,1880,Paul Cezanne,https://uploads7.wikiart.org/images/paul-cezanne/apples-and-a-napkin-1880.jpg,1254,1024,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,1,train
2707,"Apples, Pears and Grapes",,853a2c261d5c424d06d75a426b1352d8e379edd363b3163d10c70956a366bc79.jpg,,Paul Cezanne,https://uploads6.wikiart.org/images/paul-cezanne/apples-pears-and-grapes.jpg,1247,1024,,,FALSE,FALSE,FALSE,1,test,1,train,0,0,1,train,1,train,1,test,1,train
2708,Bacchanalia. The Battle of Love,,9057973ca9565c3f1287134754af791879c8e5a3382dfbb4f40d974cc9d77518.jpg,1880,Paul Cezanne,https://uploads0.wikiart.org/images/paul-cezanne/bacchanalia-the-battle-of-love-1880.jpg,2536,2079,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,test,0,0,0,0,0,0
2709,Bathers,,755efc396db62a503547175e358ca7578c336f2910982edc1000cfec6ad01007.jpg,1880,Paul Cezanne,https://uploads4.wikiart.org/images/paul-cezanne/bathers-1880.jpg,3176,2874,,,FALSE,FALSE,FALSE,1,train,1,train,1,train,1,train,1,train,0,0,1,train
2710,Bouquet of Flowers,,a54aeff02f07bdbc3b6d69f1523e90b33f3dc177e744b33360ce1f7a47714c88.jpg,,Paul Cezanne,https://uploads1.wikiart.org/images/paul-cezanne/bouquet-of-flowers.jpg,858,1062,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,test,1,test,1,train,0,0
2711,"Compotier, Glass and Apples",,e9a53313dbbb265eb0b254d209399d7b3a412d1f6b77ce8e8edd47b7880857d9.jpg,1880,Paul Cezanne,https://uploads5.wikiart.org/images/paul-cezanne/compotier-glass-and-apples-1880.jpg,3176,2660,,,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,test,0,0,0,0,1,test
2712,Dark Blue Vase,,684e591e20e2da955b2442a9adec2513959c59f7f6957232fdfd383623b27f55.jpg,1880,Paul Cezanne,https://uploads2.wikiart.org/images/paul-cezanne/dark-blue-vase-1880.jpg,1024,1196,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,1,train,1,train,0,0,0,0
2713,Farmyard at Auvers,,5f940e9ff9f663983140da9ec8cea7fea3b8557877b0d7d4e6e84e28f56575f6.jpg,,Paul Cezanne,https://uploads1.wikiart.org/images/paul-cezanne/farmyard-at-auvers.jpg,1275,1725,,,FALSE,FALSE,FALSE,1,val,0,0,0,0,1,train,1,test,0,0,0,0
2714,Flowers and Fruit,,1d0ddc85f448dc8bc48e2bf72ecde1007c81c105de0c425abee6a845649fa1da.jpg,,Paul Cezanne,https://uploads0.wikiart.org/images/paul-cezanne/flowers-and-fruit.jpg,627,1095,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,1,train,0,0,1,train,0,0
2715,Flowers in an Olive Jar,,be94af66986a4a9034258cfc50f0c036271f643c72173a7ec742c68ddcd38fbb.jpg,,Paul Cezanne,https://uploads6.wikiart.org/images/paul-cezanne/flowers-in-an-olive-jar.jpg,800,1093,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,1,train,0,0,0,0,0,0
2716,Four Bathers,,b9badf79929e67ef446dd1c19626c94eedde4ca0172804f77236949488caffb0.jpg,1880,Paul Cezanne,https://uploads0.wikiart.org/images/paul-cezanne/four-bathers-1880.jpg,3176,2939,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,test,1,train,0,0,0,0
2717,Houses at the L'Estaque,,1e14b38de2e53e8808deac3b39a7a518ab9d36627c9270772ad700768f4b7a94.jpg,1880,Paul Cezanne,https://uploads2.wikiart.org/images/paul-cezanne/houses-at-the-l-estaque-1880.jpg,3176,2521,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
2718,Ile de France Landscape,,f15519ec76d7a1fd46b12081dbd89cc526320e5fe545a9ae9ae6520623a71d8f.jpg,1880,Paul Cezanne,https://uploads2.wikiart.org/images/paul-cezanne/ile-de-france-landscape-1880.jpg,1250,1024,,,FALSE,FALSE,FALSE,1,test,1,test,0,0,1,train,0,0,0,0,1,train
2719,Melting Snow. Fontainbleau,,edc2757edb31fe08c14ce413e36f878433e897b667b127cebf916a2a9ebb8f4b.jpg,1880,Paul Cezanne,https://uploads4.wikiart.org/images/paul-cezanne/melting-snow-fontainbleau-1880.jpg,1280,922,,,FALSE,FALSE,FALSE,1,val,0,0,1,train,1,train,0,0,0,0,0,0
2720,Mountains in Provence. L'Estaque,,53531afb4ed5d6122457b5c4b6059967e81eab0aed79ddd9e8ae66bb0efac940.jpg,,Paul Cezanne,https://uploads5.wikiart.org/images/paul-cezanne/mountains-in-provence-l-estaque.jpg,1576,1134,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,1,test,0,0,0,0,0,0
2721,Poplars,,45ff11a35842842b1c2b5762efbde2d76b6d29ca94265e2d715ae388eb06c2c7.jpg,1880,Paul Cezanne,https://uploads4.wikiart.org/images/paul-cezanne/poplars-1880.jpg,1280,1020,,,FALSE,FALSE,FALSE,0,0,1,train,1,train,1,train,1,train,1,test,0,0
2722,Portrait of Louis Guillaume,,7eae40f8d581ca910e5408e6acc1d3269ce34dbbf6b81898db79ecbf00823b51.jpg,,Paul Cezanne,https://uploads1.wikiart.org/images/paul-cezanne/portrait-of-louis-guillaume.jpg,2536,3069,,,FALSE,FALSE,FALSE,1,val,0,0,0,0,1,train,1,test,0,0,0,0
2723,Self-Portrait,,e8754f187d1bb8c5aa245344eda1090144b7ea0bd76e74566c136ddda82c1574.jpg,1880,Paul Cezanne,https://uploads1.wikiart.org/images/paul-cezanne/self-portrait-1880.jpg,2536,3288,,,FALSE,FALSE,FALSE,1,train,1,train,1,train,1,train,0,0,1,test,0,0
2724,Self-Portrait,,eae897cc3909484178be53aa955bd163bc6a156f35ffdd2b0b4beaf0b3e18ba2.jpg,1880,Paul Cezanne,https://uploads3.wikiart.org/images/paul-cezanne/self-portrait-1880-1.jpg,845,1093,,,FALSE,FALSE,FALSE,1,test,0,0,0,0,1,train,0,0,1,test,1,test
2725,Self-Portrait,,1ed029ecbebe64c7023a836fc3441c4cd66d0a0e390333f82f01488a8db5381a.jpg,,Paul Cezanne,https://uploads5.wikiart.org/images/paul-cezanne/self-portrait.jpg,1184,1568,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,1,test,0,0,0,0
2726,"Still life with apples, servettes and a milkcan",,82c4c4b049b47653904259d91299e6350f96dcbb4bba0011b6b8ed80706303c0.jpg,,Paul Cezanne,https://uploads2.wikiart.org/images/paul-cezanne/still-life-with-apples-servettes-and-a-milkcan.jpg,1184,928,,,FALSE,FALSE,FALSE,0,0,1,train,0,0,1,train,1,train,1,train,0,0
2727,Still life with fruits,,05c60dac71191aa94127b1675e05fc4f6db62ce360dfe1809a6d4db1781996f6.jpg,1880,Paul Cezanne,https://uploads1.wikiart.org/images/paul-cezanne/still-life-with-fruits-1880.jpg,1232,1024,,,FALSE,FALSE,FALSE,0,0,1,train,1,test,1,train,0,0,0,0,0,0
2728,The Battle of Love,,7fe0804baa3c44fa24dc7012b1ca0a9cb07ad68fd8a263747ad8e713264f6826.jpg,1880,Paul Cezanne,https://uploads6.wikiart.org/images/paul-cezanne/the-battle-of-love-1880.jpg,1126,862,,,FALSE,FALSE,FALSE,0,0,0,0,1,train,1,train,0,0,0,0,1,test
2729,The Chateau de Medan,,1607014432a291cc6198ac22bec7ab4271a7dd8797e071b4249506444ed263a3.jpg,,Paul Cezanne,https://uploads3.wikiart.org/images/paul-cezanne/the-chateau-de-medan.jpg,1256,1025,,,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,test,1,test,0,0,0,0
2730,The valley of the Oise,,316e0b597f108790a62ccead5fddec017a02568257c14ae76b588cc0c457b052.jpg,1880,Paul Cezanne,https://uploads1.wikiart.org/images/paul-cezanne/the-valley-of-the-oise-1880.jpg,2024,1599,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,1,train,0,0,0,0,0,0
2731,Bridge and Waterfall at Pontoise,,fd99636d6d2af7691df6cd715a53e1807e2750507b1dd218bd54cf8529da087a.jpg,1881,Paul Cezanne,https://uploads2.wikiart.org/images/paul-cezanne/bridge-and-waterfall-at-pontoise-1881.jpg,1280,943,,,FALSE,FALSE,FALSE,0,0,1,train,1,test,1,train,0,0,0,0,0,0
2732,Four Apples,,8bf33a84feeb9703e9dae8b80aafec784d66767fc32fb2863b296f5fb70e9cdd.jpg,,Paul Cezanne,https://uploads3.wikiart.org/images/paul-cezanne/four-apples.jpg,1005,584,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,1,train,1,train,1,train,0,0
2733,Houses Along a Road,,528273b8ff959136a0b2590f25ffcf884278c80955a6dba36f53970f23855801.jpg,,Paul Cezanne,https://uploads2.wikiart.org/images/paul-cezanne/houses-along-a-road.jpg,1112,907,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,1,train,1,train,0,0,0,0
2734,Houses in the Greenery,,bc934c1d5a01633e2ac3c02ceccb5d09b8bfd486c02a4eb91848a2a86a039dcb.jpg,1881,Paul Cezanne,https://uploads1.wikiart.org/images/paul-cezanne/houses-in-the-greenery-1881.jpg,831,1039,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,1,test,1,test,0,0
2735,Landscape,,5c74a20b4b6d04c9742daf1df5ce1406fbd1209c9495e3836ec566a595e6a5fc.jpg,1881,Paul Cezanne,https://uploads6.wikiart.org/images/paul-cezanne/landscape-1881.jpg,1242,1024,,,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,train,0,0,0,0,0,0
2736,Moulin de la Couleuvre at Pontoise,,c618287cf4ed9585c7a0b151117ab4ade20ec3504b2bbb62f3488b27a8a9700d.jpg,1881,Paul Cezanne,https://uploads4.wikiart.org/images/paul-cezanne/moulin-de-la-couleuvre-at-pontoise-1881.jpg,2940,2351,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,1,train
2737,Portrait of Madame Cezanne,,332ff4e4d17f771d8098476c7d3f8e1af1167b158f270feaca4b0c268abeaa73.jpg,1881,Paul Cezanne,https://uploads5.wikiart.org/images/paul-cezanne/portrait-of-madame-cezanne-1881.jpg,1000,1304,,,FALSE,FALSE,FALSE,1,val,0,0,0,0,1,train,0,0,1,train,0,0
2738,Self-portrait in front of olive wallpaper,,6883b663d5592544a294aa4ee850f8e3bfbc4e1d274819c28a0c4fddfae968dd.jpg,1881,Paul Cezanne,https://uploads2.wikiart.org/images/paul-cezanne/self-portrait-in-front-of-olive-wallpaper-1881.jpg,2536,3296,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,1,train,1,test,0,0
2739,A Turn in the Road,,1ee7fcc98521e3bf8e62903bcccd85ce6c9de427ac3f64a64e8bc58d597dac8e.jpg,1882,Paul Cezanne,https://uploads6.wikiart.org/images/paul-cezanne/a-turn-in-the-road-1882.jpg,2024,1664,,,FALSE,FALSE,FALSE,1,test,1,train,0,0,1,test,0,0,1,train,1,train
2740,Farm in Normandy. Summer,,d925ade7c6a2ded164762424ef939ecb90c1dd32adccf046a963f75a55fa1a2d.jpg,1882,Paul Cezanne,https://uploads2.wikiart.org/images/paul-cezanne/farm-in-normandy-summer-1882.jpg,1280,977,,,FALSE,FALSE,FALSE,0,0,0,0,1,train,1,train,0,0,0,0,0,0
2741,Flowers in a Vase,,01d3097bd37a2d55acc5fb12a80667461d43d4e3f6977996463ea64988493ef6.jpg,,Paul Cezanne,https://uploads0.wikiart.org/images/paul-cezanne/flowers-in-a-vase.jpg,1248,1024,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,1,test,0,0
2742,In the Forest of Fontainbleau,,43f07cefff2349470512d257e4c6a1e81b94a644a6ff686a638155444c7798b9.jpg,1882,Paul Cezanne,https://uploads8.wikiart.org/images/paul-cezanne/in-the-forest-of-fontainbleau-1882.jpg,1576,1262,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,1,train
2743,Landscape,,03f248c08187958feab40e950e3d1dce39cec2b2aa56589a809a55a43a505a19.jpg,,Paul Cezanne,https://uploads1.wikiart.org/images/paul-cezanne/landscape.jpg,3176,2465,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,1,train,0,0,1,train,0,0
2744,Leaving on the Water,,94170e7d58bafabe4e747501b55ccd03f12f1f140f467704bf1473a9f06cb8fc.jpg,,Paul Cezanne,https://uploads3.wikiart.org/images/paul-cezanne/leaving-on-the-water.jpg,1280,952,,,FALSE,FALSE,FALSE,0,0,0,0,1,train,1,train,1,train,0,0,1,train
2745,Leda and the Swan,,7274cbbf1c9d8b045d0c4724f8cd4aca5e1e484024bb4aa7582b75e0f5db534d.jpg,,Paul Cezanne,https://uploads0.wikiart.org/images/paul-cezanne/leda-and-the-swan.jpg,1280,1011,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,1,train,1,train,0,0
2746,Orchard,,33d31728695dbcc6d30148146b05b355354da37f4558ad2be28c9c390381a75f.jpg,1882,Paul Cezanne,https://uploads4.wikiart.org/images/paul-cezanne/orchard-1882.jpg,1024,1256,,,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,train,0,0,1,train,0,0
2747,"Road, Trees and Lake",,8373a5786275c040bd910b382811be8332023db420838207f81da9959b1187af.jpg,,Paul Cezanne,https://uploads2.wikiart.org/images/paul-cezanne/road-trees-and-lake.jpg,874,1101,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,1,test,0,0
2748,Rocks at L'Estaque,,5585088f5751355486dff2495e64d528cf756c60762e443cd025840cdbf04eef.jpg,,Paul Cezanne,https://uploads1.wikiart.org/images/paul-cezanne/rocks-at-l-estaque.jpg,1280,1024,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,1,train,0,0,0,0,1,train
2749,Self-Portrait,,85f4f68b54c7c7c1d913b29277f3f2e3c55953eb6e2d6b9ef842a1957077bf07.jpg,1882,Paul Cezanne,https://uploads1.wikiart.org/images/paul-cezanne/self-portrait-1882.jpg,776,955,,,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,train,1,train,1,test,1,test
2750,Self-portrait with white turbaned,,9381e074825b2d0b641adfc9997f94db431631c291b38d08519a6c2f21563fd6.jpg,1882,Paul Cezanne,https://uploads3.wikiart.org/images/paul-cezanne/self-portrait-with-white-turbaned-1882.jpg,2024,2478,,,FALSE,FALSE,FALSE,0,0,1,test,0,0,1,train,0,0,1,test,0,0
2751,Self-portrait with white turbaned (detail),,967b9fb136f307727318cd76d659fe25b3eae5cf766da8f68db0ba1ed8c7fd9d.jpg,1882,Paul Cezanne,https://uploads1.wikiart.org/images/paul-cezanne/self-portrait-with-white-turbaned-detail-1882.jpg,2024,2737,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,1,train,1,train,1,train,1,train
2752,Still life with apples and fruit bowl,,3b3a37cf3100cca399f6761a8e367eda024c97bb5de029aff0d1a14af934afd3.jpg,1882,Paul Cezanne,https://uploads7.wikiart.org/images/paul-cezanne/still-life-with-apples-and-fruit-bowl-1882.jpg,1576,1301,,,FALSE,FALSE,FALSE,1,train,1,test,1,train,1,train,1,train,1,test,0,0
2753,The Bay of L'Estaque from the East,,176e23a27bc36625819f64bf3d2a9dbb6979208f95d6a02ce5caa82837ee95d5.jpg,,Paul Cezanne,https://uploads8.wikiart.org/images/paul-cezanne/the-bay-of-l-estaque-from-the-east.jpg,1253,1024,,,FALSE,FALSE,FALSE,1,test,1,train,1,train,1,test,1,train,0,0,1,train
2754,Three Bathers,,dbb576235ffb11247982d8d3031c195356daa6f475e56ddb1e8b7751469f2237.jpg,,Paul Cezanne,https://uploads3.wikiart.org/00223/images/paul-cezanne/three-bathers.jpg,800,746,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,1,train,1,train,1,train,0,0
2755,Victor Chocquet,,80cba54833db946dc08ab7f218abcdeff04297e0e3454e9f126612557057daa7.jpg,1882,Paul Cezanne,https://uploads3.wikiart.org/images/paul-cezanne/victor-chocquet-1882.jpg,760,1042,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,test,0,0,0,0,0,0
2756,L'Estaque View Through The Pines,,bd0d8bfbcedf3ecaa6cdb01188d875c541916cf43b247733c27f316a766a8cae.jpg,1883,Paul Cezanne,https://uploads2.wikiart.org/images/paul-cezanne/l-estaque-view-through-the-pines-1883.jpg,2024,1590,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,1,train,0,0
2757,Portrait of Madame Cezanne,,f4bbdabcbd40a47b14609ed309ab5e857ee996eecef797937252fe855c081d19.jpg,1883,Paul Cezanne,https://uploads5.wikiart.org/images/paul-cezanne/portrait-of-madame-cezanne-1883.jpg,751,1061,,,FALSE,FALSE,FALSE,1,test,0,0,0,0,1,train,1,train,0,0,0,0
2758,View of L'Estaque,,fcd867f54dcabb9bdbb49579a9a610e21cdba6edb84140a818b7a93b533f18d4.jpg,1883,Paul Cezanne,https://uploads5.wikiart.org/images/paul-cezanne/view-of-l-estaque-1883.jpg,2024,1630,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,1,train
2759,Madame Cezanne in a Striped Rob,,2bce3d260a11d96fd83cd9deb0567224a580501cf9150745829262ab981a6cb3.jpg,,Paul Cezanne,https://uploads5.wikiart.org/images/paul-cezanne/madame-cezanne-in-a-striped-rob.jpg,866,1044,,,FALSE,FALSE,FALSE,1,train,0,0,1,train,1,test,1,train,1,train,0,0
2760,Still Life with Soup Tureen,,f32d83486165b48f38cd09d7656508aa76b47a19a5f53ae1eca00cdc345c733c.jpg,1884,Paul Cezanne,https://uploads6.wikiart.org/images/paul-cezanne/still-life-with-soup-tureen-1884.jpg,2536,2027,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,1,train,0,0,0,0
2761,Rose Bouquet,,0dbcd203d0f44e1b38a8653e0730ab100ad09d32a821752245f7f4cdd1317236.jpg,1884,Paul Cezanne,https://uploads0.wikiart.org/images/paul-cezanne/rose-bouquet-1884.jpg,640,537,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,1,test,0,0,1,train
2762,A Turn in the Road at La Roche-Guyon,,8b43f2a3b2d8e9df8299458d1a12c97a7ccbc9a046ef31bcdce9ac81d50a33ab.jpg,1885,Paul Cezanne,https://uploads6.wikiart.org/images/paul-cezanne/a-turn-in-the-road-at-la-roche-guyon-1885.jpg,1280,1005,,,FALSE,FALSE,FALSE,1,train,1,train,0,0,1,train,0,0,1,test,0,0
2763,Chestnut Tree and Farm,,64f4749ee78d6016b2cdf38644cdf76bf4ed0eca0c4c1e786869c0507b153adb.jpg,1885,Paul Cezanne,https://uploads1.wikiart.org/images/paul-cezanne/chestnut-tree-and-farm-1885.jpg,2024,1643,,,FALSE,FALSE,FALSE,1,test,1,train,0,0,1,train,1,train,0,0,1,test
2764,Gardanne (Horizontal View),,fa7011bdfc0cfaa17cc806509514c3dab6042bb70182c386a5d29a5261e2d4c6.jpg,,Paul Cezanne,https://uploads7.wikiart.org/images/paul-cezanne/gardanne-horizontal-view.jpg,1280,819,,,FALSE,FALSE,FALSE,1,train,0,0,0,0,1,train,0,0,0,0,0,0
2765,In the Woods,,beff500568a36fd0a9cd0487310a6cf2f98ef2343066a4e9b3a01488e678b6e7.jpg,1885,Paul Cezanne,https://uploads0.wikiart.org/images/paul-cezanne/in-the-woods-1885.jpg,1280,1010,,,FALSE,FALSE,FALSE,0,0,1,train,1,train,1,test,1,train,1,test,0,0
